Category,Rank,Username,Topmate URL,,Category Metric,User ID,Profile Pic URL,Full Name,Short Bio
Package Bookings,18,sunand_sharrma,https://topmate.io/sunand_sharrma,"'sunand_sharrma',",297,73685,https://static.topmate.io/eQ1trvA6hC8oHEoELXbksx.png,Sunand Sharma,Transformed 1500+ careers | Career guidance for Europe & UAE (Dubai) Agile Coach | Scrum Master | Business Analyst | Project Manager | Career Mentor
Package Bookings,19,draditipaul,https://topmate.io/draditipaul,"'draditipaul',",271,29433,https://static.topmate.io/gX9CxECshseS2tT6ZCCRGR.jpeg,"Aditi Paul, PhD","Get EB1-ready with a proven action plan — make real progress in 4–6 focused hours/week, so you can live in the US with freedom & ease | Served: 78+ Clients. 3600+ Customers | DM ""GO"" to work with me"
Package Bookings,20,ui_dev_guide,https://topmate.io/ui_dev_guide,"'ui_dev_guide',",253,92419,https://static.topmate.io/7J4G7Q779TgzK26zD9hxPv.jpg,"Ui Dev Guide ,",Help job seekers achieve their dream careers and create a brighter future.Don't forget to check our YouTube channel
Package Bookings,21,naveeddumasia,https://topmate.io/naveeddumasia,"'naveeddumasia',",253,1578274,https://static.topmate.io/jWvkwDb5t4L5JWDfyEBRXM.jpg,Naveed Dumasia,"I share real Dubai job market insights, practical tips, and on-ground guidance you actually need before moving to Dubai."
Package Bookings,22,abhinavawasthi,https://topmate.io/abhinavawasthi,"'abhinavawasthi',",246,5885,https://static.topmate.io/nHG5ELaQcdoF4TXjnSbHLB.jpeg,Abhinav Awasthi,SDE @ Zeta - Directi | Ex-LinkedIn & GeeksforGeeks | DSA & Interview Mentor | Founder – crackDSA & coding75 | Top 1% in World on Leetcode
Package Bookings,23,nishchay_agrawal,https://topmate.io/nishchay_agrawal,"'nishchay_agrawal',",239,18828,https://topmate-staging.s3.amazonaws.com/xmbU8LqLc4mAg3tt7jcpyp.jpeg,Nishchay Agrawal,"SDE IV (Senior Data Engineer) at Walmart ❤️ | SDE-2 (Data Engineer II) at Meesho 😊 | Data Engineer at Morgan Stanley, Zs Associates ✍️| Gold Medalist Uttarakhand Topper🥇 | 6k+ Youtube Subscribers| 4000+ 1:1 Sessions on Data Engineering 📊"
Package Bookings,24,knightofsteel,https://topmate.io/knightofsteel,"'knightofsteel',",226,70098,https://static.topmate.io/vr6httS6AoXySETTg9Df6r.jpeg,Arjun Gupta,Working on Men's Mental Health | Making Research Fun | MA Psychology
Package Bookings,25,interviewswithsumit,https://topmate.io/interviewswithsumit,"'interviewswithsumit',",218,152692,https://static.topmate.io/fftKft9os66QRqAKxDsRm5.jpg,Sumit Interview Expert,"Technical Architect specializing in building products from the ground up, Sumit is a mentor to aspiring tech professionals and the author of a bestselling Java ebook, dedicated to shaping"
Webinars / Cohorts,1,ajay_shenoy,https://topmate.io/ajay_shenoy,"'ajay_shenoy',",14815,61820,https://static.topmate.io/7Jn6xiUrQsncihaSqFGp6J.png,Ajay Shenoy,14+ yrs in AI/ML: Industry + IISc PhD | Harman | Target | NITK
Webinars / Cohorts,2,anchal,https://topmate.io/anchal,"'anchal',",6727,4334,https://static.topmate.io/aW76iESmbeFktrmBy15K5q.jpeg,Anchal Sharma,Engineer @Myntra || Ex-SDE @PayPal || LinkedIn: 150K Followers.
Webinars / Cohorts,3,lets_connect_with_pragya,https://topmate.io/lets_connect_with_pragya,"'lets_connect_with_pragya',",5036,65573,https://static.topmate.io/sonNisvutwh5u6KdyotLzp.jpg,Pragya Rathi,"Data Engineer @7-ELEVEN | Data Analytics Mentor | SQL ,Excel,Pyspark and Power BI Instructor | Get a Dedicated Roadmap for Learning Data Analytics"
Webinars / Cohorts,4,frontendmaster,https://topmate.io/frontendmaster,"'frontendmaster',",4963,125579,https://static.topmate.io/5pjcGuHyVonXf1nxctUqgr.png,Frontend Master .,Frontend Master: Empowering Students and Professionals to Secure Their Dream Jobs in Frontend Development#javascript #reactjs #webdevelopment #frontenddevelopment #typescript
Webinars / Cohorts,5,thisis_alaska,https://topmate.io/thisis_alaska,"'thisis_alaska',",4403,316534,https://static.topmate.io/fJpa4r45eN2EHHsNZxoZmG.jpg,Nandini Sharma,Delhi University Gold Medalist | Founder & CEO at The Invincible Academy | Founder at Aparajita Foundation | Career Coach & CUET Mentor | Content Creator YT & IG  : 500k+
Webinars / Cohorts,6,quant_insider,https://topmate.io/quant_insider,"'quant_insider',",4272,142961,https://topmate-staging.s3.ap-south-1.amazonaws.com/fDhj7HZC8mpq7Trhzn4Shg.png,Quant Insider ,"Elevating Careers, Empowering Quants: Your Bridge to Quantitative Finance Excellence"
Webinars / Cohorts,7,dibhanshu_saurav,https://topmate.io/dibhanshu_saurav,"'dibhanshu_saurav',",3917,47722,https://topmate-staging.s3.amazonaws.com/mHMtPTXZZ288zfmQKZ1TXM.jpeg,Dibhanshu Saurav,"Business Analyst Mentor | Mentored 1200+ Folks I 40k+ @LinkedIn I Buidling PIBA I Helping Crack BA JobsPIBA Alumni’s @ EY, PwC, Deloitte, McKinsey, Wells Fargo, NTT Data, McKinsey, Deloitte, KPMG, UST, Unisys, Eaton, Wells Fargo"
Webinars / Cohorts,8,draditipaul,https://topmate.io/draditipaul,"'draditipaul',",3690,29433,https://static.topmate.io/gX9CxECshseS2tT6ZCCRGR.jpeg,"Aditi Paul, PhD","Get EB1-ready with a proven action plan — make real progress in 4–6 focused hours/week, so you can live in the US with freedom & ease | Served: 78+ Clients. 3600+ Customers | DM ""GO"" to work with me"
Webinars / Cohorts,9,anand_gaur,https://topmate.io/anand_gaur,"'anand_gaur',",3563,323097,https://static.topmate.io/csxYxZfPgBS8r8hvGsHKwN.JPG,Anand Gaur,𝗠𝗼𝗯𝗶𝗹𝗲 𝗧𝗲𝗰𝗵 𝗟𝗲𝗮𝗱 @ 𝗧𝗖𝗦 | 𝗔𝗻𝗱𝗿𝗼𝗶𝗱 𝗘𝘅𝗽𝗲𝗿𝘁 | 𝗔𝗜 𝗶𝗻 𝗠𝗼𝗯𝗶𝗹𝗲 𝗗𝗲𝘃𝗲𝗹𝗼𝗽𝗺𝗲𝗻𝘁 | 𝗘𝘅-𝗦𝗮𝗺𝘀𝘂𝗻𝗴 𝗮𝗻𝗱 𝗧𝗲𝗰𝗵 𝗠𝗮𝗵𝗶𝗻𝗱𝗿𝗮  | 𝟮𝟳𝗞+ 𝗟𝗶𝗻𝗸𝗲𝗱𝗜𝗻 | 𝗧𝗲𝗰𝗵𝗻𝗶𝗰𝗮𝗹 𝗕𝗹𝗼𝗴𝗴𝗲𝗿 (𝗠𝗲𝗱𝗶𝘂𝗺) | 𝗧𝗼𝗽 𝟭𝟬𝟬 𝗚𝗹𝗼𝗯𝗮𝗹 𝗖𝗿𝗲𝗮𝘁𝗼𝗿 𝗼𝗻 𝗧𝗼𝗽𝗺𝗮𝘁𝗲
Webinars / Cohorts,10,raj_abhijit_dandekar,https://topmate.io/raj_abhijit_dandekar,"'raj_abhijit_dandekar',",2948,24935,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Raj-Abhijit Dandekar-1670841435.jpeg,Raj Abhijit Dandekar,Hello! This is Dr. Raj Dandekar. I have two goals:(1) I help students in their grad school application process.(2) I help democratize AI education at all stages of a student life.
Webinars / Cohorts,11,pondara_jagadeesh,https://topmate.io/pondara_jagadeesh,"'pondara_jagadeesh',",2363,324524,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_7d2555c1-8831-40fc-b548-5b18f72b9e70.jpeg,Jagadeesh Pondara,Asst Manager (Business Analyst) @LMG | BA (Ex-Impact) | DA (Ex-TCS) | 5⭐ SQL Python | Innobuzz Hackathon Winner 2019 | 4.5M+ Views Quora✍️ | Top 0.1% Mentor | 🏅Gold Medal in Data Analytics | Content Writer | Youtuber
Webinars / Cohorts,12,durgesh_yadav,https://topmate.io/durgesh_yadav,"'durgesh_yadav',",2337,13378,https://static.topmate.io/uD2wR7U2e4rxrVd1cRs3en.webp,Durgesh Yadav,Data Engineer & Analyst | Mentor at GeeksforGeeks & Bosscoder | Trained 50K+ Professionals in Data Analytics & Engineering | 200+ Students Placed in Top Product Companies | Content Creator (5K+ YouTube | 29K+ Instagram | 82 K Linkedin )
Webinars / Cohorts,13,ashok_aggarwal,https://topmate.io/ashok_aggarwal,"'ashok_aggarwal',",1837,107005,https://static.topmate.io/sGL6XrQiR5xDTEPGXg6oSN.jpeg,Ashok Aggarwal,"429k+ @ Instagram | 10k @ Youtube | Prev. Founder's Office @ Unstop | Invest India (Govt of India) | Guest @ LSR, SRCC, Miranda House | Incisiv, New York (Research Intern)| Not a mentor!"
Webinars / Cohorts,14,aishwarya_srinivasan,https://topmate.io/aishwarya_srinivasan,"'aishwarya_srinivasan',",1579,20851,https://static.topmate.io/7pXWU8fGN1xd6WzMQFDt9Y.avif,Aishwarya Srinivasan,Data Science| Personal Brand | LinkedIn Influencer | Startup Advisor| Content Creator | First Human at bunchpot.xyz
Webinars / Cohorts,15,datasense,https://topmate.io/datasense,"'datasense',",1302,386208,https://static.topmate.io/abFtGTtBuJLUbZTKuS9knL.jpeg,DataSense LMS,"Keep up with the evolving world of data at Data Sense. Explore events, challenges, and case studies designed to help you grow and excel in Data Analytics, AI, and Machine Learning. Join a community that learns by doing"
Webinars / Cohorts,16,abhaypsrajawat,https://topmate.io/abhaypsrajawat,"'abhaypsrajawat',",1274,219213,https://static.topmate.io/1RzySHDhaihUunNLANfBue.jpg,Abhay PS Rajawat,🌟 3+ Yrs of Freelance Video Editing Experience | 🔥 6+ Years Expertise in Video Editing | 🚀 100K+ Subscribers on YouTube
Webinars / Cohorts,17,videsh_registration,https://topmate.io/videsh_registration,"'videsh_registration',",1253,48526,https://topmate-staging.s3.ap-south-1.amazonaws.com/1VftGDTp3tR5BRJ5FGcBSk.jpeg,Videsh Services,We help you land your dream university!
Webinars / Cohorts,18,ca_sai_charan,https://topmate.io/ca_sai_charan,"'ca_sai_charan',",1218,410096,https://static.topmate.io/6HwQTqc9xehNoLi1RqY6ad.JPG,CA Sai Charan,"CA | CMA (AIR 32, AIR 12 & AIR 1) | PowerGrid | 32k+ Followers on LinkedIn | Webinar Speaker & Host - Interviews & Exams | Ex-Stan-C & CA Industrial Trainee @IOCL | Career Counsellor & Academic Mentor |"
Webinars / Cohorts,19,chirag_jain50,https://topmate.io/chirag_jain50,"'chirag_jain50',",1190,120360,https://static.topmate.io/6nXB1bmET3ZjTawUT8oJbA.png,Chirag Jain,"Hey! I am Chirag Jain, working in GAIL (India) Ltd. (A Maharatna PSU). I have cracked GATE'23 CH with AIR 50, was selected for L&T Hydrocarbon, and cleared the BARC Interview for the OCES'23 Programme for the post of Scientist-C."
Webinars / Cohorts,20,aarmabyark,https://topmate.io/aarmabyark,"'aarmabyark',",1163,1273694,https://static.topmate.io/cNwDTbDQ7AMP92DJFJFA9g.jpg,Arjuna Rao Kanigiri,Life Insurance 𝐂𝐎𝐀𝐂𝐇 & MENTOR🥇Founder Director🎗️AARMA Life Skills Pvt Ltd 🛗⚡
Webinars / Cohorts,21,priyasha_crackxat,https://topmate.io/priyasha_crackxat,"'priyasha_crackxat',",1112,383551,https://topmate-staging.s3.amazonaws.com/nJpNcyqU1EWG7NhQ2mm4LX.jpeg,Priyasha Das,Founder- CRACK XAT| GDPI Specialist | Interview Guidance| Dean's Merit | List Your Go-To-Girl for queries related to Careers | MBA | Jobs | Internships | Preparation Strategy
Webinars / Cohorts,22,knightofsteel,https://topmate.io/knightofsteel,"'knightofsteel',",1089,70098,https://static.topmate.io/vr6httS6AoXySETTg9Df6r.jpeg,Arjun Gupta,Working on Men's Mental Health | Making Research Fun | MA Psychology
Webinars / Cohorts,23,seekhobigdatainstitute,https://topmate.io/seekhobigdatainstitute,"'seekhobigdatainstitute',",1009,4970,https://topmate-staging.s3.amazonaws.com/98BtZ8YCPWrkyBrm4mAZuT.png,seekho bigdata,We Just Don't Teach we Believe in Results...Result Oriented Institute with One to One Mentorship as our Core Principle.
Webinars / Cohorts,24,msmahala,https://topmate.io/msmahala,"'msmahala',",1003,17153,https://static.topmate.io/ecjUdWtxTphqfW8zi95uNe.png,M S Mahala,Want to start or advance your career in the Social Sector? Lets Talk! LinkedIn Top Nonprofit Management Voice |  Building Ground Zero [A platform for employers/job seekers in NGO ecosystem]
Webinars / Cohorts,25,maninder_s,https://topmate.io/maninder_s,"'maninder_s',",969,24962,https://static.topmate.io/5iZeJ1Jfytb5UwVyU98e4h.png,Maninder Singh,"With 10+ years of experience in CSR and NGOs across India, I founded Jobshob Nest to raise awareness about CSR and equip individuals with skills to excel in the sector. Our mission is to bridge talent gaps.  sustainable development."
Priority DM,1,kavach_khanna01,https://topmate.io/kavach_khanna01,"'kavach_khanna01',",1998,44990,https://static.topmate.io/eDjrekgQPAyEoXS6UgGVSs.JPG,Kavach Khanna,Mentor You Always Needed
Priority DM,2,advocate_manik_goyal,https://topmate.io/advocate_manik_goyal,"'advocate_manik_goyal',",1972,413906,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Advocate Manik-Goyal-1737907312.jpeg,Advocate Manik Goyal,Your One Stop Informational Lawyer!
Priority DM,3,pranoytez,https://topmate.io/pranoytez,"'pranoytez',",1806,33330,https://topmate-staging.s3.amazonaws.com/qZN7MuCTyE9H8Pnro33hD8.JPG,Pranoy Tez,"Software Engineer 2 at Microsoft with 8 years of experience in software engineering. I hold a Master's in Computer Science and an MBA. As an entrepreneur, I'm passionate about innovation and sharing my journey to inspire and guide others."
Priority DM,4,saurabh_shalabh,https://topmate.io/saurabh_shalabh,"'saurabh_shalabh',",1674,31536,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Saurabh-Kumar-1673974434.jpeg,Saurabh Kumar,Sr. Data Architect  📈 @ American Express 💳 | Guest Author ✒️  @ International Magazines 📑 |  Ex-Infosys
Priority DM,5,yuvraj_singh197,https://topmate.io/yuvraj_singh197,"'yuvraj_singh197',",1592,1501821,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_a20dea5e-567e-4260-af24-089fcf6d40a9.jpeg,YUVRAJ SINGH,Engineer @ Comviva | Full Stack Developer | Microsoft Certified Backend Developer
Priority DM,6,priyasha_crackxat,https://topmate.io/priyasha_crackxat,"'priyasha_crackxat',",1466,383551,https://topmate-staging.s3.amazonaws.com/nJpNcyqU1EWG7NhQ2mm4LX.jpeg,Priyasha Das,Founder- CRACK XAT| GDPI Specialist | Interview Guidance| Dean's Merit | List Your Go-To-Girl for queries related to Careers | MBA | Jobs | Internships | Preparation Strategy
Priority DM,7,shivangi_tripathi,https://topmate.io/shivangi_tripathi,"'shivangi_tripathi',",1214,128831,https://static.topmate.io/nZ315iAJLb2dN72pWBb1Dt.jpg,Shivangi Tripathi,"AI ML Engineer in Cognizant | Data Science | R&I | Mentor | Ex-TCS, Capgemini"
Priority DM,8,pranay_chander,https://topmate.io/pranay_chander,"'pranay_chander',",1132,269541,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_973eb62a-0ef3-4e39-accc-047250e611d4.jpeg,pranay chander,"🚀 iOS Developer | Mentor | Consultant 🚀
With 7+ years in iOS development, I’ve built high-performance apps at Oracle and Infosys. I specialise in Swift, Xcode, UIKit, and optimisation. Need mentorship or tech guidance? Let’s connect! 🚀"
Priority DM,9,nishchay_agrawal,https://topmate.io/nishchay_agrawal,"'nishchay_agrawal',",882,18828,https://topmate-staging.s3.amazonaws.com/xmbU8LqLc4mAg3tt7jcpyp.jpeg,Nishchay Agrawal,"SDE IV (Senior Data Engineer) at Walmart ❤️ | SDE-2 (Data Engineer II) at Meesho 😊 | Data Engineer at Morgan Stanley, Zs Associates ✍️| Gold Medalist Uttarakhand Topper🥇 | 6k+ Youtube Subscribers| 4000+ 1:1 Sessions on Data Engineering 📊"
Priority DM,10,rd_automation_learning,https://topmate.io/rd_automation_learning,"'rd_automation_learning',",851,182149,https://static.topmate.io/rDdsqdCU2bC4q4WVrdZFEe.jpg,RD Automation Learning,"Extensive experience in software testing. Offers mock interviews, Resume review, career guidance specifically for software testing roles. Assisted 140K+ people in Software Testing & Automation. 5500+ Topmate bookings"
Priority DM,11,akash_singh79,https://topmate.io/akash_singh79,"'akash_singh79',",724,313345,https://static.topmate.io/uzgicn7shSoht4ZDVFa5KC.jpg,"Akash Singh, CPRW™","26K+ | Executive CV Writing | Executive Job Search | Non-Executive Board Members, Independent Directors, CXOs and Partners CV Writing | Global Talent Partner |  Global Tech & Executive Hiring | ATS Resume Writing | Resume Review | LinkedIn"
Priority DM,12,rishabh_gaurav,https://topmate.io/rishabh_gaurav,"'rishabh_gaurav',",723,220527,https://static.topmate.io/vDsFAxzRzUqMdXVwCWXLNj.jpg,Rishabh Gaurav,SDE II at Amazon | Ex-Oracle | Mentoring humans on interview prep and career growth.
Priority DM,13,abhishek_gupta42,https://topmate.io/abhishek_gupta42,"'abhishek_gupta42',",715,241089,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_73968352-289d-43ec-9315-9a01d5d2607f.jpeg,Abhishek Gupta,"SDE-2 at Microsoft | Ex-Paypal, ByteDance-Tiktok, NEC@Japan"
Priority DM,14,hiteshgarg,https://topmate.io/hiteshgarg,"'hiteshgarg',",712,135502,https://static.topmate.io/4DD7TwysUSgVoqGdBW5LUK.jpg,Hitesh Garg,Engineer @ Deloitte USI || 3X GCP || 3X AWS Certified || 3X Deloitte Top Impactor
Priority DM,15,rajat_bajaj,https://topmate.io/rajat_bajaj,"'rajat_bajaj',",591,93394,https://topmate-staging.s3.amazonaws.com/6vrLDypN7E8qqd2pbYKzZ3.png,Rajat Bajaj,"Hi! I’m here to help you navigate insurance, mutual fund selection, and career growth. From smart financial choices to job search strategies, I’ll guide you to make informed decisions. Let’s connect to achieve your goals!"
Priority DM,16,sripathi_teja,https://topmate.io/sripathi_teja,"'sripathi_teja',",551,301483,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_8e4d1336-aa10-44b6-8639-a17f1c0adcf1.jpeg,Sripathi Teja,Automation Test Engineer
Priority DM,17,aryan_thacker,https://topmate.io/aryan_thacker,"'aryan_thacker',",523,592064,https://static.topmate.io/aX5yiUfGT6FGXGCVzpz9LR.png,Aryan Thacker,SDE 1 @ Angel One | Helping Tier-3 College Students land Jobs off-campus | Guiding Freshers in Startups & Tech Careers | Frontend Developer
Priority DM,18,pratik_sonawane,https://topmate.io/pratik_sonawane,"'pratik_sonawane',",509,358032,https://static.topmate.io/beAcAhgD9hhCkUKgCW78Db.jpg,Pratik Sonawane,"I’m an Analyst at Amazon with a passion for helping others. I’ve guided 500+ people through resumes, LinkedIn, job search, and data tools. Recognized as a Top Data Analytics Voice on LinkedIn with 45k+ followers. Happy to help!"
Priority DM,19,anshul_goel91,https://topmate.io/anshul_goel91,"'anshul_goel91',",502,323001,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_90b0e930-8690-4782-952c-d2444b104829.jpeg,Anshul Goel,"Career Building | Wealth Creation | Jio | Abbott | JP Morgan Chase | SBM, NMIMS"
Priority DM,20,propel,https://topmate.io/propel,"'propel',",502,7993,https://topmate-staging.s3.amazonaws.com/xcuMaKRG9TqHcvVjDL177D.png,Product Space,Be a better Professional everyday
Priority DM,21,hardik_adenwala,https://topmate.io/hardik_adenwala,"'hardik_adenwala',",494,317918,https://static.topmate.io/jLw15aFW2AGakFRmgZxzMq.jpg,Hardik Adenwala,"Corporate Development at Accenture | M&A, Corporate Strategy, Fundraising, Business Advisory | ex-Aditya Birla Group, Quantiphi Analytics, KNAV & Co. | Chartered Accountant"
Priority DM,22,christina_khokhar,https://topmate.io/christina_khokhar,"'christina_khokhar',",490,1044551,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_46cf0395-daaf-412a-aa97-c10c48f9a706.jpeg,Christina Khokhar,"People & Culture Leader | Talent Management & Acquisition, Engagement, HRIS , HR Strategy | Compensation & Benefits | Scaling People Practices in Tech in Global Startups |"
Priority DM,23,aveek_sinha,https://topmate.io/aveek_sinha,"'aveek_sinha',",478,84954,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_846b2ae4-65b7-4ded-aea8-7bbbe3d6a21c.jpeg,Aveek Sinha,Programmer Analyst at Cognizant
Priority DM,24,ankityadavsdet,https://topmate.io/ankityadavsdet,"'ankityadavsdet',",459,270699,https://static.topmate.io/9ampKVi9oGG7Ly8LPWNuEL.JPG,Ankit Yadav,"Building a Tech Career in Malaysia | Real-world Interview Strategies, Now Shared for Your Success |  500+ professional helped. | Lessons from 21+ Interviews |"
Priority DM,25,himanshu_singour,https://topmate.io/himanshu_singour,"'himanshu_singour',",459,90937,https://static.topmate.io/hV5RrRRHgrMWNrKGmaWoi2.JPEG,Himanshu Singour,"SWE | Distributed System Passionate - System Design Enthusiast (HLD/LLD) | DSA | Near Full-Stack Developer | Google Kick Start #67 (Ranked 2404) | 25th Finalist, European Championship 2024 (EUC)"
Course Bookings,1,genzcareer,https://topmate.io/genzcareer,"'genzcareer',",2359,231684,https://static.topmate.io/29wpLPr9DLcPJ7j39rJUBd.jpg,GenZ Career,"I'm a Senior Software Developer with extensive experience in one of the leading multinational corporations. Over the years, I've had the unique opportunity to conduct over 100 interviews, giving me a deep understanding of what it takes to s"
Course Bookings,2,rahulbansaledits,https://topmate.io/rahulbansaledits,"'rahulbansaledits',",445,7143,https://static.topmate.io/eErJVeQqZ9iuhXGhpWHjdj.PNG,Rahul Bansal,VN Reels Template Expert (300K+ Instagram Followers)
Course Bookings,3,shubham_shubham11,https://topmate.io/shubham_shubham11,"'shubham_shubham11',",333,723536,https://static.topmate.io/3HUkHNdPD9DPL9Zu95WZ76.png,Shubham Shubham,Designs Wonders For App and Websites
Course Bookings,4,mayuri_ashtputre,https://topmate.io/mayuri_ashtputre,"'mayuri_ashtputre',",307,315518,https://static.topmate.io/f1ZzVneBeGcEVv1DKTjvHb.jpg,Mayuri & Pranay,"Europe Career Mentors | Ex-Banker & IT Professional | Helping You Navigate Visas, Jobs & Life in Europe. We are living in Germany for past 7+years and already helped 1000s with their career move."
Course Bookings,5,manifestingwithshraddha,https://topmate.io/manifestingwithshraddha,"'manifestingwithshraddha',",240,184132,https://static.topmate.io/ffpaAL9CCb8acmu9r9dLGj.jpeg,Shraddha Parashar,Manifestation coach who is helping you to live your dream life by VIBING HIGH ✨
Course Bookings,6,aishwarya_srinivasan,https://topmate.io/aishwarya_srinivasan,"'aishwarya_srinivasan',",212,20851,https://static.topmate.io/7pXWU8fGN1xd6WzMQFDt9Y.avif,Aishwarya Srinivasan,Data Science| Personal Brand | LinkedIn Influencer | Startup Advisor| Content Creator | First Human at bunchpot.xyz
Course Bookings,7,japneet_sachdeva,https://topmate.io/japneet_sachdeva,"'japneet_sachdeva',",211,27364,https://static.topmate.io/fovVpBy3Ad5SKHfXxD81Zs.jpeg,Japneet Sachdeva,Full Stack Test Automation Engineer | 6000+ mentees mastering QA Automation using my resources
Course Bookings,8,iamsantoshmishra,https://topmate.io/iamsantoshmishra,"'iamsantoshmishra',",194,11564,https://static.topmate.io/qhUwFPNvdVPHVC35bMgnmA.png,Santosh Kumar Mishra,Software Engineer at 𝐌𝐢𝐜𝐫𝐨𝐬𝐨𝐟𝐭 | Ex-VMware | Ex-Teradata | NIT Tiruchirappalli
Course Bookings,9,travelco,https://topmate.io/travelco,"'travelco',",175,1696871,https://static.topmate.io/upXZUhHorSWS4ky3T7Pn4A.png,Harsh Kharole,"Hi, I'm Harsh!I’m a travel content creator who loves exploring new places and helping others travel smarter."
Course Bookings,10,data_tutorials,https://topmate.io/data_tutorials,"'data_tutorials',",171,117264,https://static.topmate.io/4pdJG9rDGfYrNSdiPXYQU9.png,Swapnjeet Sir,"Lead Data AnalystExperience in field of Data and expertise on tools like Power BI, Tableau, SQL, Excel, Advanced Excel, Azure, Fabric, Power Apps, AWS, Python, SSIS, Snowflake, Data warehouse, etc."
Course Bookings,11,sachin_sharma,https://topmate.io/sachin_sharma,"'sachin_sharma',",155,3820,https://topmate-staging.s3.ap-south-1.amazonaws.com/ru1XthVWfXRXEZp6QmkAf4.JPG,Sachin Sharma,I help working IT Professionals to become Elite Product Managers | IT Product Career Coach with a 99.1% satisfaction rating 🥇 | Ex-Sr. Product Manager @BharatPe | Get help on Resume Building & Interviews 👇
Course Bookings,12,chempractice,https://topmate.io/chempractice,"'chempractice',",129,75727,https://static.topmate.io/qTtepWy24mEpH3nSo7q7Ws.jpg,vishakha Jangir,"I am a professional Chemical Engineer working in the oil & gas industry with over 3 years of experience.For the past 3+ years, I've been offering guidance to students/professionals in their coursework, exams, interview preparation, project"
Course Bookings,13,cloud,https://topmate.io/cloud,"'cloud',",112,42261,https://static.topmate.io/abCiGGCLq8unAGDzQAmtWo.jpg,Sanjeev Kumar,"DevOps • Cloud • AI Architect helping you build job-ready skills to land high-paying DevOps, Cloud & AI roles with my proven plans, real-world projects, and interview guidance.https://www.youtube.com/@DevOps-Cloud-AI"
Course Bookings,14,mehar_verma,https://topmate.io/mehar_verma,"'mehar_verma',",110,246787,https://static.topmate.io/sq4bdU4EwM6JCKCciNgMD9.jpg,Mehar Verma,"I help creators land UGC deals & work as social media strategists—without needing a big following. 

Book a call to start your journey, get clarity, and build a career brands want to work with!"
Course Bookings,15,aryanjagushte,https://topmate.io/aryanjagushte,"'aryanjagushte',",109,1396592,https://static.topmate.io/eskkx9XXabt2rR8iaYBU8W.jpg,Aryan Jagushte,Robotics Engineer | AI | Content Creator
Course Bookings,16,javainterviewbuddy,https://topmate.io/javainterviewbuddy,"'javainterviewbuddy',",106,26330,https://static.topmate.io/oTPfzd4a6Pa32QkPNhCBqg.png,Ashish Sharma,"I’m a Senior Consultant with 11+ years in enterprise-grade systems, having worked at companies like, Accenture, L&T Infotech, ITC Infotech etc."
Course Bookings,17,mounikapalli,https://topmate.io/mounikapalli,"'mounikapalli',",102,989243,https://static.topmate.io/hQAorgRcv8W1N9GHko6PeJ.png,Mounika Palli,Self-taught Data Analyst | Helping beginners break into analytics using real-world insights
Course Bookings,18,tobias_zwingmann,https://topmate.io/tobias_zwingmann,"'tobias_zwingmann',",101,22983,https://static.topmate.io/dmDqgFc73tETtmhwSjtjAd.jpeg,Tobias Zwingmann,"AI Growth Advisor & Mentor, Author of AI-Powered Business Intelligence (O'REILLY)"
Course Bookings,19,therohitprashar,https://topmate.io/therohitprashar,"'therohitprashar',",98,176970,https://static.topmate.io/qK3wL22SgknR886CLtY13R.png,Rohit Prashar,"Hi, I'm Rohit Prashar!
I help students and young people learn skills, find freelancing work, get internships, and start their own startups.

If you want easy advice, clear steps, and real support to grow in your 20s, I am here to help you."
Course Bookings,20,asifahmed,https://topmate.io/asifahmed,"'asifahmed',",93,103971,https://static.topmate.io/azZjoMjqjqqovJgcxaszdt.jpg,Asif Ahmed,"Industry Evangelist | Assistant Professor @ NEHU | AI, VLSI, Electromagnetics | 3X Featured @ Times Square | LinkedIn Data Analysis Top Voice | Author | Podcast Host."
Course Bookings,21,kaushikjethva,https://topmate.io/kaushikjethva,"'kaushikjethva',",92,999041,https://topmate-staging.s3.amazonaws.com/dguSfhNKsHsWEU7dGMQsRG.jpeg,Kaushik Jethva,"Marketing made simple. I help you run your own ads with tools, strategy & clarity. Co-founder @ Feliks Marketing | Marketing Specialist | Author | Growth Educator"
Course Bookings,22,vishwas_sunil_kshirsagar,https://topmate.io/vishwas_sunil_kshirsagar,"'vishwas_sunil_kshirsagar',",91,21068,https://topmate-staging.s3.ap-south-1.amazonaws.com/kxCPTQFuTCZCRfdDvtvJw7.jpg,Vishwas Kshirsagar,Data Analytics & Science | I Help You Land Your Dream Data Job
