Category,Rank,Username,Topmate URL,,Category Metric,User ID,Profile Pic URL,First Name,Short Bio,category_link,category_link,category_link
Overall Top '25,12,manasbichoo,https://topmate.io/manasbichoo,"'manasbichoo',",,199743,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_f2e8e5a5-75d6-49dc-a80e-434a0a9f70cc.jpeg,Manas,"Having personally experienced the struggles of Dubai’s job market, Manas founded Dubai Career Consultants to provide the guidance he once needed. He has helped thousands of professionals build successful careers across the UAE.",https://awards.topmate.io/overall,https://awards.topmate.io/overall,https://awards.topmate.io/overall
Overall Top '25,13,rajat_gajbhiye,https://topmate.io/rajat_gajbhiye,"'rajat_gajbhiye',",,222126,https://static.topmate.io/2FQtVnnjF6Vscc5APBwbbv.jpg,Rajat,Software Development Engineer | Interview coach helping people to crack top companies (SDE roles).,https://awards.topmate.io/overall,https://awards.topmate.io/overall,https://awards.topmate.io/overall
Overall Top '25,14,astrokarak,https://topmate.io/astrokarak,"'astrokarak',",,267245,https://static.topmate.io/7XuvVQRLzUXnacw3aNZCwe.jpg,Pranjal,"Vedic Astrology ConsultantConsultations, E-Books, and Courses",https://awards.topmate.io/overall,https://awards.topmate.io/overall,https://awards.topmate.io/overall
Overall Top '25,15,murrad_on_run,https://topmate.io/murrad_on_run,"'murrad_on_run',",,40240,https://topmate-staging.s3.ap-south-1.amazonaws.com/j2zTUvBbdChq7D3ZA1m2ZX.jpeg,Murrad,- Helped more than 700+ students get admission abroad.- Taught CFA to more than 1400 students,https://awards.topmate.io/overall,https://awards.topmate.io/overall,https://awards.topmate.io/overall
Overall Top '25,16,greatstack,https://topmate.io/greatstack,"'greatstack',",,179456,https://topmate-staging.s3.ap-south-1.amazonaws.com/beCDTUkJdRgHCR2iz15nEZ.png,Avinash,"I like to teach aspiring web developers at ""GreatStack"" how to code and get their dream job.",https://awards.topmate.io/overall,https://awards.topmate.io/overall,https://awards.topmate.io/overall
Overall Top '25,17,rajeev_sangwan,https://topmate.io/rajeev_sangwan,"'rajeev_sangwan',",,6210,https://static.topmate.io/6e4H3Fubm477GZLEzzP5wm.jpg,Rajeev,👨🏻‍💻Data Scientist (Working/Living in UK) 🎥 Youtuber 🎓 Career Coach - guided thousands of students/professionals in getting Dream Jobs in UK,https://awards.topmate.io/overall,https://awards.topmate.io/overall,https://awards.topmate.io/overall
Overall Top '25,18,prashant_verma,https://topmate.io/prashant_verma,"'prashant_verma',",,45090,https://static.topmate.io/4FQbudj6fkJL4QocWhaBb6.jpg,PRASHANT,"Building World-Class Scrum Masters. One Sprint at a Time .I help professionals become high-impact Scrum Masters — job-ready, confident & leadership-driven. Proven Impact & Results:6,000+ Scrum Masters Empowered |1,000+ Training Delivered",https://awards.topmate.io/overall,https://awards.topmate.io/overall,https://awards.topmate.io/overall
Overall Top '25,19,marina_wyss,https://topmate.io/marina_wyss,"'marina_wyss',",,350216,https://static.topmate.io/esfxx5Y8ECRdTRcQsP5USp.jpg,Marina,Senior Machine Learning Scientist at Twitch/Amazon,https://awards.topmate.io/overall,https://awards.topmate.io/overall,https://awards.topmate.io/overall
Overall Top '25,20,madadwoman,https://topmate.io/madadwoman,"'madadwoman',",,36923,https://static.topmate.io/nMMrhNCaFMBFWjP6sADZbp.png,Pranita,"10 years in advertising | Founder @Red in the White | Content creator @mad.adwoman | Copywriter | Past: The Minimalist, L&K Saatchi & Saatchi",https://awards.topmate.io/overall,https://awards.topmate.io/overall,https://awards.topmate.io/overall
Overall Top '25,21,gabhru_in_uk,https://topmate.io/gabhru_in_uk,"'gabhru_in_uk',",,175760,https://static.topmate.io/qqCPk9dk91jTd55tkMj2hf.jpg,Harjeet,gabhru in uk,https://awards.topmate.io/overall,https://awards.topmate.io/overall,https://awards.topmate.io/overall
Overall Top '25,22,data_tutorials,https://topmate.io/data_tutorials,"'data_tutorials',",,117264,https://static.topmate.io/4pdJG9rDGfYrNSdiPXYQU9.png,Swapnjeet,"Lead Data AnalystExperience in field of Data and expertise on tools like Power BI, Tableau, SQL, Excel, Advanced Excel, Azure, Fabric, Power Apps, AWS, Python, SSIS, Snowflake, Data warehouse, etc.",https://awards.topmate.io/overall,https://awards.topmate.io/overall,https://awards.topmate.io/overall
Overall Top '25,23,aashin,https://topmate.io/aashin,"'aashin',",,118948,https://static.topmate.io/pGcD9f6qX1N8FkkcWD3dCE.png,Aashin,"Start Your Business in UK Support for UK Sponsorship Jobs, Visas & More",https://awards.topmate.io/overall,https://awards.topmate.io/overall,https://awards.topmate.io/overall
Overall Top '25,24,quant_insider,https://topmate.io/quant_insider,"'quant_insider',",,142961,https://topmate-staging.s3.ap-south-1.amazonaws.com/fDhj7HZC8mpq7Trhzn4Shg.png,Quant Insider,"Elevating Careers, Empowering Quants: Your Bridge to Quantitative Finance Excellence",https://awards.topmate.io/overall,https://awards.topmate.io/overall,https://awards.topmate.io/overall
Overall Top '25,25,aashin_london_team,https://topmate.io/aashin_london_team,"'aashin_london_team',",,1299382,https://topmate-staging.s3.amazonaws.com/cYzjgWEU7e22tSQ9LF1k7M.jpeg,Aashin,UK Business Consultation  |  HR  | Migration Consultation  | Mentoring  |  Investor Relations  | StartUP Consortium,https://awards.topmate.io/overall,https://awards.topmate.io/overall,https://awards.topmate.io/overall
Most Bookings '25,1,primecoding19,https://topmate.io/primecoding19,"'primecoding19',",98039,329333,https://topmate-staging.s3.amazonaws.com/fbjcSdLBa76T3rYXhCEbcu.png,Aditya,"Hi, I’m Aditya Mishra, a Global Hackathon Winner, Founder of Prime Coding (98% MNC placement rate), and YouTuber with 55k+ subs. I mentor students to excel in coding, placements, and hackathons. Let’s turn your challenges into success! 🚀",https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,2,careerwithankita,https://topmate.io/careerwithankita,"'careerwithankita',",59488,114514,https://static.topmate.io/xhawk2FdFNpAxcSf3XzaZJ.JPG,Ankita,"9+ Years of Industry Experience | Top Mentor | Flipkart, Tata Steel, MPL, Capgemini | 255k+ Instagram",https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,3,dataengineering,https://topmate.io/dataengineering,"'dataengineering',",54810,92292,https://static.topmate.io/qsbZkmuK39pi1XoKD2VF36.JPG,Gowtham,Data Engineer | PayPal | YouTuber 290K | Talks Facts Only,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,4,sanabhateja,https://topmate.io/sanabhateja,"'sanabhateja',",42654,938859,https://static.topmate.io/1v6d17vCu3NHdqrkFVd5SQ.jpeg,Sana,CUET Guidance | Career Guidance | Du Student | Co founder The Inquisitive Mind | Biology Teacher,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,5,thisis_alaska,https://topmate.io/thisis_alaska,"'thisis_alaska',",34297,316534,https://static.topmate.io/fJpa4r45eN2EHHsNZxoZmG.jpg,Nandini,Delhi University Gold Medalist | Founder & CEO at The Invincible Academy | Founder at Aparajita Foundation | Career Coach & CUET Mentor | Content Creator YT & IG  : 500k+,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,6,krishankumar,https://topmate.io/krishankumar,"'krishankumar',",33424,352593,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_d47f74db-b2a3-45ec-801f-5604a5221b5b.jpeg,Krishan,130K+ Linkedin | Software Engineer,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,7,ayushi_mishra,https://topmate.io/ayushi_mishra,"'ayushi_mishra',",30942,33373,https://static.topmate.io/rgkfvvHkqFZFufW3SpzbeZ.png,Ayushi,4+ Years Experienced Data Scientist | Provide Guidance for Data Science | Data Analysis | Mentor | YouTuber,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,8,mazher_khan,https://topmate.io/mazher_khan,"'mazher_khan',",27054,105315,https://topmate-staging.s3.amazonaws.com/9NQoYHEJu9apWSS5kdpZmK.png,MAZHER,"Senior Data Analyst - 6 Years | Instagram - 160K+ |  IIT (DR-2) | Retail, E-commerce & Healthcare | Built a 200K+ Data Community (160K+ - Instagram) | SQL, Tableau, Python | Helped 55K+ Data Enthusiasts with Free Resources",https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,9,ajay_shenoy,https://topmate.io/ajay_shenoy,"'ajay_shenoy',",19143,61820,https://static.topmate.io/7Jn6xiUrQsncihaSqFGp6J.png,Ajay,14+ yrs in AI/ML: Industry + IISc PhD | Harman | Target | NITK,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,10,garima_jain19,https://topmate.io/garima_jain19,"'garima_jain19',",18981,1014353,https://topmate-staging.s3.amazonaws.com/u8wyCD1yX5pjTjgwW82i5m.jpg,Garima,"Co-Founder @ DU Club | B.Com, Kirori Mal College (DU) | HR Consultant @ Cielo | DU & CUET Mentor | 9 to 5 HR + Full-time Creator | 120K+ Community on IG | 97% in 12th (District Topper) | Ex-Event Head @ NSS",https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,11,greatstack,https://topmate.io/greatstack,"'greatstack',",18583,179456,https://topmate-staging.s3.ap-south-1.amazonaws.com/beCDTUkJdRgHCR2iz15nEZ.png,Avinash,"I like to teach aspiring web developers at ""GreatStack"" how to code and get their dream job.",https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,12,aman_vijay,https://topmate.io/aman_vijay,"'aman_vijay',",17907,11663,https://static.topmate.io/psEmjQPgrjjmBfWrXes4c1.png,Aman,VP Growth @Topmate.io,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,13,priyasha_crackxat,https://topmate.io/priyasha_crackxat,"'priyasha_crackxat',",15806,383551,https://topmate-staging.s3.amazonaws.com/nJpNcyqU1EWG7NhQ2mm4LX.jpeg,Priyasha,Founder- CRACK XAT| GDPI Specialist | Interview Guidance| Dean's Merit | List Your Go-To-Girl for queries related to Careers | MBA | Jobs | Internships | Preparation Strategy,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,14,ramit_kundu,https://topmate.io/ramit_kundu,"'ramit_kundu',",13821,158579,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_3fb0dc2d-04d5-4fce-90d1-a1cdbe74dcdb.jpeg,Ramit,software engineer at Swiggy,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,15,letscode,https://topmate.io/letscode,"'letscode',",13637,257839,https://static.topmate.io/sq4XSSvtkriudcUdMPvnVS.jpeg,Lets,Empowering Tech Minds,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,16,genzcareer,https://topmate.io/genzcareer,"'genzcareer',",12699,231684,https://static.topmate.io/29wpLPr9DLcPJ7j39rJUBd.jpg,GenZ,"I'm a Senior Software Developer with extensive experience in one of the leading multinational corporations. Over the years, I've had the unique opportunity to conduct over 100 interviews, giving me a deep understanding of what it takes to s",https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,17,aman_agarwal247776,https://topmate.io/aman_agarwal247776,"'aman_agarwal247776',",11033,286825,https://static.topmate.io/4vm5g19yAJETvgVJ6ZXSWb.jpeg,Aman,"Hi This is Aman Agarwal  Founder of ""THEBTECHFACTORY "" || TEACHER ||  Mentored 20k+ students so far and many students got placed in Big Tech Companies like TCS from our Channel ""TheBtechFactory"" .",https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,18,ajay_kadiyala,https://topmate.io/ajay_kadiyala,"'ajay_kadiyala',",10972,17047,https://static.topmate.io/95EcRJVWcN21fV2Vb22Wzf.jfif,kadiyala,Hey There! This is Ajay Kadiyala. I help people to crack top Product based Companies.,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,19,shubhammaloo,https://topmate.io/shubhammaloo,"'shubhammaloo',",10782,22414,https://topmate-staging.s3.amazonaws.com/b2xnpAGrAfgV3uWYQdpLKA.png,CA Shubham,"Finance Influencer, 8+ Years in helping you with Business Setup and Saving your taxes.GST / ROC / Income Tax / GIFT CITY / Personal Branding",https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,20,jhoom_baba,https://topmate.io/jhoom_baba,"'jhoom_baba',",9903,845323,https://static.topmate.io/vfgEkpEzDhinak4BfVkZhB.png,Jhoom,"Placed @ Deloitte (BIG 4) | Ministry of Home Affairs | 215K + Followers Instagram & Youtube | Delhi University @9 CGPA,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Your soon to be FAV SENIOR !!",https://awards.topmate.io/your-soon-to-be-fav-senior,https://awards.topmate.io/your-soon-to-be-fav-senior-https-awardstopmateio-your-soon-to-be-fav-senior,https://awards.topmate.io/your-soon-to-be-fav-senior-https-awardstopmateio-your-soon-to-be-fav-seniorhttps-awardstopmateio-your-soon-to-be-fav-senior-https-awardstopmateio-your-soon-to-be-fav-senior
Most Bookings '25,21,sharmilan_vipokan,https://topmate.io/sharmilan_vipokan,"'sharmilan_vipokan',",9897,142429,https://topmate-staging.s3.ap-south-1.amazonaws.com/pMUYYqeeLWoAwmgYU9ouno.png,Sharmilan,"I'm dedicated to helping you land your dream IT job! With experience mentoring 1000+ candidates, I guide you through the job search process, from resume building to interview prep, ensuring your fully equipped to achieve your career goals.",https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,22,kamalnanda,https://topmate.io/kamalnanda,"'kamalnanda',",9521,332842,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_13936e2b-e464-464b-8b55-e51c3bd9cc20.jpeg,Kamal,"Digital Marketing Manager in Canada & Freelancer,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Empowering international students and newcomers to kickstart their careers in Canada.",https://awards.topmate.io/empowering-international-students-and-newcomers-to-kickstart-their-careers-in-canada,https://awards.topmate.io/empowering-international-students-and-newcomers-to-kickstart-their-careers-in-canadahttps-awardstopmateio-empowering-international-students-and-newcomers-to-kickstart-their-careers-in-canada,https://awards.topmate.io/empowering-international-students-and-newcomers-to-kickstart-their-careers-in-canadahttps-awardstopmateio-empowering-international-students-and-newcomers-to-kickstart-their-careers-in-canadahttps-awardstopmateio-empowering-international-students-and-newcomers-to-kickstart-their-careers-in-canadahttps-awardstopmateio-empowering-international-students-and-newcomers-to-kickstart-their-careers-in-canada
Most Bookings '25,23,rajat_jain01,https://topmate.io/rajat_jain01,"'rajat_jain01',",8696,346448,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Rajat-Jain-1731575187.jpeg,Rajat,Senior Data Analyst | Microsoft Certified Data Analyst | DAX | Power BI |  | Dashboard Developer | SQL | Power BI Trainer | Mentor | Data Visualization,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,24,karun,https://topmate.io/karun,"'karun',",8522,66736,https://static.topmate.io/u4K6MfUXfsxZ9438iKDHV4.jpg,Karun,Top Data Mentor (2025) - Here to help you land you next Data Science role,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Bookings '25,25,shreya_mahendru,https://topmate.io/shreya_mahendru,"'shreya_mahendru',",8366,152345,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_2db39a8c-1e5b-441c-8258-13baa79fddfd.jpeg,Shreya,"Product for Purpose ✨ | Product @Steer Health | IIM, ESCP drop-out",https://awards.topmate.io/bookings,https://awards.topmate.io/bookings,https://awards.topmate.io/bookings
Most Minutes '25,1,ayush_chaudhary,https://topmate.io/ayush_chaudhary,"'ayush_chaudhary',","81,585",228306,https://static.topmate.io/6TMGx19bms4XdGJvbfo1ur.jpg,Ayush,Psychologist | M.Sc in Clinical Psychology.,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,2,bharat_varshney,https://topmate.io/bharat_varshney,"'bharat_varshney',","66,345",79957,https://static.topmate.io/2hbAXKJzP6GsDDrYXpGpLw.png,Bharat,"Technical QA Lead | 32K+ Followers | Top 0.1 Mentor | Team Leader & QA Trainer | Agile, DevOps & CI/CD Expert | Driving AI-Powered Test Innovation & Quality | BrowserStack Champion | Selectorshub Ambassdor | Community Contributor",https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,3,ankit_lohiya,https://topmate.io/ankit_lohiya,"'ankit_lohiya',","39,120",265322,https://static.topmate.io/9HZRKNStzeevVZfBcREK4d.jpg,CA Ankit,"CA | Mentoring CA Students, UPSC Aspirants and General Career Counselling 1:1 | 14k+ LinkedIn followers | Tax Columnist | M.Com",https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,4,anurodh_kumar10,https://topmate.io/anurodh_kumar10,"'anurodh_kumar10',","34,965",216668,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_f31fd64d-7b7a-41b5-816c-9de582e9cb9f.jpeg,Anurodh,PowerBI Developer | Analyzing and Visualizing Data with Microsoft Power BI,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,5,praveen_thopalle,https://topmate.io/praveen_thopalle,"'praveen_thopalle',","33,885",350566,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_19ef6326-b3cb-44e3-9dba-90f64394a75e.jpeg,praveen,Senior Software Engineer at DELL EMC | Rator Fellow,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,6,jagan_coach,https://topmate.io/jagan_coach,"'jagan_coach',","30,390",315260,https://static.topmate.io/eWXTPZEVnd1JD99ZDZMiTQ.png,Jagan,"Ex-CTO / ICF ACC / Executive, Leadership & Career Coach / Mentor",https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,7,mohan_b,https://topmate.io/mohan_b,"'mohan_b',","27,720",432208,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_844781b6-4a7d-4937-8aaf-b030daca22db.jpeg,Mohan,"Senior Data Analyst @ Mahindra & Mahindra | Power BI | SQL | Python | 3X Microsoft Certified (DP-900, PL-300, PL-900) | Helping Aspiring Analysts Land Top Jobs | Expert in Interview Prep, Resume Reviews & Career Transitions |",https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,8,dr_simmi_roy_mishra,https://topmate.io/dr_simmi_roy_mishra,"'dr_simmi_roy_mishra',","26,040",86283,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Dr Simmi Roy-Mishra-1687264014.jpeg,Dr Simmi Roy,Doctor| PCC-ICF| Mindset Coach|,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,9,kavach_khanna01,https://topmate.io/kavach_khanna01,"'kavach_khanna01',","25,905",44990,https://static.topmate.io/eDjrekgQPAyEoXS6UgGVSs.JPG,Kavach,Mentor You Always Needed,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,10,harry_singh12,https://topmate.io/harry_singh12,"'harry_singh12',","25,480",231234,https://static.topmate.io/uoEhpSSs52TqJb262PToCT.jpeg,Harry,Professional Visa Consultation,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,11,iamparagjain,https://topmate.io/iamparagjain,"'iamparagjain',","24,585",95258,https://topmate-staging.s3.amazonaws.com/5nQ6zorMYyF4orMaUjh2jo.png,Parag,"PM Interview Coach | 1100+ FAANG & Bigtech Mentees | 10+ YOE Product & Growth | Coach - Upgrad & Mesa School of Business | Creator - Product Interview Playbook - Crack PM Interview in 1 Week | Ex - Good Glamm Group, Bewakoof, Amoni.",https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,12,witblox,https://topmate.io/witblox,"'witblox',","24,555",39836,https://static.topmate.io/17y75xGE3sfb8Lu1xT2nZK.png,Witblox,"Can solve any doubts regarding Arduino, AI Electronics and many other DIY projects",https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,13,mitravranda,https://topmate.io/mitravranda,"'mitravranda',","23,850",143658,https://static.topmate.io/ffFnaqcxA8a52ZenSiwomg.jpg,Mitravranda,"Counselling Psychologist/Psychotherapist, Former Research Intern at Defence Institute of Psychological Research (DIPR, DRDO) | NLP Practitioner",https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,14,gabhru_in_uk,https://topmate.io/gabhru_in_uk,"'gabhru_in_uk',","23,820",175760,https://static.topmate.io/qqCPk9dk91jTd55tkMj2hf.jpg,Harjeet,gabhru in uk,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
Most Minutes '25,15,suresh_kumar93,https://topmate.io/suresh_kumar93,"'suresh_kumar93',","23,700",1016109,https://topmate-staging.s3.amazonaws.com/aFxWCksbxX6tS9faN51Aqt.JPG,Suresh,"Hellow Everyone My name is Suresh.,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
I have 6 years of experience in the capital markets, and over the years, I’ve been able to successfully generate consistent profits using a set of well-tested strategies .,https://awards.topmate.io/i-have-6-years-of-experience-in-the-capital-markets,https://awards.topmate.io/i-have-6-years-of-experience-in-the-capital-markets,https://awards.topmate.io/i-have-6-years-of-experience-in-the-capital-markets
Let’s grow together!",https://awards.topmate.io/lets-grow-together,https://awards.topmate.io/lets-grow-togetherhttps-awardstopmateio-lets-grow-together,https://awards.topmate.io/lets-grow-togetherhttps-awardstopmateio-lets-grow-togetherhttps-awardstopmateio-lets-grow-togetherhttps-awardstopmateio-lets-grow-together
Most Minutes '25,16,anand_narayandas,https://topmate.io/anand_narayandas,"'anand_narayandas',","23,030",7907,https://static.topmate.io/rvgFHfCu6Gj22Ceq6H8bpS.jpeg,Anand,"Product Management, Career & Leadership Coach | Ex-Amazon, BCG, IIM-A (Rank 5), BITS-Pilani | 1000+ sessions, 240+ Reviews, Rated 5/5, Among Top 100 mentors globally | Ex-Product Director | ICF-ACC Trained",https://awards.topmate.io/minutes,https://awards.topmate.io/minutes,https://awards.topmate.io/minutes
